PublishTime,ListNumber,Writer,RealBookPrice,EBookPrice,Discount,BookUrl,BookName,NowBookPrice,Publisher,Tuijian
2011-06-01,223.,乔安娜柯尔布鲁斯迪根漆仰平汪晓英静博,¥128.00,,5.9折,http://product.dangdang.com/21085963.html,神奇校车·阅读版（全16册）,¥75.50,贵州人民出版社,99.3%推荐
2011-01-01,224.,史铁生,¥23.00,,6.5折,http://product.dangdang.com/21009821.html,我与地坛,¥15.00,人民文学出版社,99.4%推荐
2016-03-01,225.,杨德山韩宇,¥32.00,,6.8折,http://product.dangdang.com/23867109.html,中共党史简明读本（2016版）,¥21.80,华文出版社,100.0%推荐
2010-03-01,226.,老舍吴福辉,¥25.00,,7.0折,http://product.dangdang.com/20803204.html,老舍集：骆驼祥子,¥17.50,南海出版社,99.6%推荐
2016-01-01,148.,卢森堡阮胤华,¥33.00,,7.2折,http://product.dangdang.com/23807861.html,非暴力沟通,¥23.60,华夏出版社,99.9%推荐
2015-06-01,149.,威廉西尔斯邵燕美,¥59.80,,6.3折,http://product.dangdang.com/23709130.html,西尔斯亲密育儿百科（最新修订版）,¥37.80,南海出版社,99.8%推荐
2016-05-01,150.,苑子文苑子豪,¥38.00,¥13.99,5.5折,http://product.dangdang.com/23941431.html,穿越人海拥抱你 百万畅销书作家苑子文豪2016全新作品,¥20.90,湖南文艺出版社,99.6%推荐
2013-07-01,151.,施定柔,¥59.80,,7.1折,http://product.dangdang.com/23268001.html,沥川往事（上、下册）,¥42.50,浙江文艺出版社,0%推荐
2016-05-01,227.,郭敬明,¥32.80,,7.7折,http://product.dangdang.com/23955002.html,幻城：十年纪念珍藏版（郭敬明寄语印章本）,¥25.20,湖南文艺出版社,96.9%推荐
2015-12-01,228.,亚历山德拉米热林斯卡丹尼尔米热林斯基乌兰,¥98.00,,5.9折,http://product.dangdang.com/23806266.html,《地下水下》手绘百科绘本,¥57.80,贵州人民出版社,99.8%推荐
2016-05-01,229.,孙频,¥38.00,,6.9折,http://product.dangdang.com/23966459.html,疼（莫言、阎连科、韩少功、苏童力荐作品！）,¥26.30,北京联合出版公司,0%推荐
2016-05-17,230.,莉兹克里莫,¥78.00,,7.5折,http://product.dangdang.com/23960242.html,你今天真好看，我可以咬一口吗（蠢萌套装2册）,¥58.50,HarperCollins UK,0%推荐
2012-06-01,152.,张爱玲,¥29.80,,7.8折,http://product.dangdang.com/22782677.html,张爱玲全集01：倾城之恋（2012年全新修订版）,¥23.30,北京十月文艺出版社,99.5%推荐
2016-04-05,153.,杰克·韦尔奇苏茜·韦尔奇,¥49.00,¥28.90,6.7折,http://product.dangdang.com/23919205.html,商业的本质,¥32.80,中信出版社,99.6%推荐
2015-09-01,154.,霍达,¥49.80,,7.8折,http://product.dangdang.com/23780305.html,穆斯林的葬礼（2015版）,¥38.80,北京十月文艺出版社,99.8%推荐
2012-10-01,155.,李昊轩,¥32.00,¥2.99,6.2折,http://product.dangdang.com/22861683.html,一本书读懂销售心理学（畅销书）（珍藏版）,¥19.90,中国商业出版社,98.9%推荐
2016-02-01,231.,艾明雅,¥36.80,,5.6折,http://product.dangdang.com/23793933.html,嘿，三十岁,¥20.70,江苏文艺出版社,99.4%推荐
2014-10-01,232.,桑德伯格颜筝曹定王占华,¥49.00,,6.3折,http://product.dangdang.com/23574068.html,向前一步(珍藏版),¥30.90,中信出版社,99.6%推荐
2013-11-01,233.,岛田洋七陈宝莲,¥29.80,,5.7折,http://product.dangdang.com/23368941.html,佐贺的超级阿嬷,¥17.00,南海出版社,99.9%推荐
2012-09-01,234.,玛丁妮阿加西伊丽莎白弗迪克玛丽卡海因莱因陈薇薇,¥58.00,¥1.00,5.9折,http://product.dangdang.com/22871095.html,手不是用来打人的 (全4册),¥34.20,新世界出版社,99.4%推荐
2016-01-01,235.,格里贝利费利西娅劳迈克菲利普斯李耘,¥89.00,,5.7折,http://product.dangdang.com/23831399.html,走进奇妙的几何世界（全6册）,¥50.30,浙江教育出版社,99.5%推荐
2007-05-01,156.,斯凯瑞李晓评,¥83.20,,5.9折,http://product.dangdang.com/9284655.html,斯凯瑞金色童书·第一辑（全4册）,¥49.10,贵州人民出版社,98.8%推荐
2008-07-01,157.,曹雪芹无名氏,¥59.70,,6.5折,http://product.dangdang.com/102771.html,红楼梦（上、下册）（全两册）,¥39.00,人民文学出版社,99.1%推荐
2015-04-01,158.,林清玄,¥39.80,,6.9折,http://product.dangdang.com/23683019.html,你心柔软，却有力量--林清玄最新散文精选,¥27.30,长江文艺出版社,99.7%推荐
2015-04-08,159.,张皓宸,¥36.00,¥12.00,7.6折,http://product.dangdang.com/23668351.html,我与世界只差一个你（韩寒、湖南卫视《天天向上》栏目推荐）,¥27.40,天津人民出版社,99.4%推荐
2013-03-01,160.,邱锦伶,¥32.00,,4.6折,http://product.dangdang.com/23197299.html,孙俪推荐吃到自然瘦——明星养生顾问的择食之道,¥14.70,广西科学技术出版社,98.9%推荐
2013-06-01,121.,麦克伦尼赵明燕,¥29.90,,6.0折,http://product.dangdang.com/23282069.html,简单的逻辑学,¥18.00,浙江人民出版社,0%推荐
2015-10-12,236.,AnneDeans,¥55.00,,6.2折,http://product.dangdang.com/20622432.html,怀孕圣经（10年6版全国热销百万册，彩色图文怀孕书著名品牌，英国,¥34.10,山东科学技术出版社,99.3%推荐
2015-02-01,237.,张晓萍,¥29.00,,6.0折,http://product.dangdang.com/23640199.html,超值畅销-好妈妈不打不骂培养男孩300个细节,¥17.40,南海出版社,99.7%推荐
2014-11-01,238.,石胁智广,¥32.80,,5.3折,http://product.dangdang.com/23594091.html,你不懂咖啡：有料、有趣、还有范儿的咖啡知识百科,¥17.40,江苏文艺出版社,99.4%推荐
2013-06-01,239.,钱钟书王晓,¥28.00,,7.5折,http://product.dangdang.com/23269594.html,《围城》,¥21.00,人民文学出版社,99.6%推荐
2015-05-01,361.,罗大伦,¥39.90,,5.5折,http://product.dangdang.com/23714066.html,图解舌诊：伸伸舌头百病消（当当特供《罗博士开给全家老小的实用,¥22.00,江西科学技术出版社,99.8%推荐
2013-09-01,122.,大冰,¥35.00,,5.8折,http://product.dangdang.com/23317693.html,他们最幸福,¥20.30,中信出版社,99.3%推荐
2013-08-01,123.,亨利·戴维·梭罗李继宏,¥39.80,¥7.99,7.5折,http://product.dangdang.com/23300736.html,瓦尔登湖 （清华大学校长邱勇推荐，导读注释版，千万畅销书《小王,¥29.80,天津人民出版社,99.6%推荐
2016-05-15,124.,加·泽文,¥36.00,¥18.00,7.0折,http://product.dangdang.com/23966523.html,玛格丽特小镇（《岛上书店》作者新作）,¥25.20,江苏文艺出版社,99.2%推荐
2008-01-01,240.,维克多·雨果VictorHugo,¥25.00,,7.0折,http://product.dangdang.com/20029871.html,巴黎圣母院(世界十大文学名著)（是雨果用心灵创作的，其中饱含了,¥17.50,上海文艺出版社,99.2%推荐
2014-12-01,362.,刘慈欣,¥32.00,¥6.99,6.2折,http://product.dangdang.com/23595604.html,2018（刘慈欣中短篇小说集，其中包括《2018》《超新星纪元》《白,¥19.70,江苏文艺出版社,99.7%推荐
2014-04-01,363.,汪曾祺,¥34.80,,5.7折,http://product.dangdang.com/23454465.html,人间草木,¥19.70,天津人民出版社,99.4%推荐
2014-01-01,364.,斯科特·扬程冕,¥35.00,¥18.00,6.3折,http://product.dangdang.com/23383472.html,如何高效学习：1年完成麻省理工4年33门课程的整体性学习法（中文,¥22.00,机械工业出版社,0%推荐
2013-07-01,365.,阿加莎·克里斯蒂夏阳,¥28.00,,7.5折,http://product.dangdang.com/23311508.html,无人生还：阿加莎 克里斯蒂作品集10（销售记录超过一亿册的侦探小,¥21.00,新星出版社,99.5%推荐
2012-09-01,366.,南朝·宋刘义庆,¥39.80,¥23.90,7.9折,http://product.dangdang.com/22879437.html,世说新语（精装珍藏本),¥31.40,中国画报出版社,99.2%推荐
2006-10-01,125.,斯塔夫里阿诺斯吴象婴,¥96.00,,6.2折,http://product.dangdang.com/9231298.html,全球通史:从史前史到21世纪（第7版修订版上下册，当当独家赠送全,¥59.60,北京大学出版社,99.1%推荐
2013-06-01,126.,拜恩谢明宪,¥32.00,,5.5折,http://product.dangdang.com/23237146.html,秘密,¥17.60,湖南文艺出版社,99.4%推荐
2015-02-01,127.,泰勒林隆全,¥35.00,¥10.99,7.5折,http://product.dangdang.com/23640176.html,斯坦福极简经济学 2015年度经管类好书,¥26.30,湖南人民出版社,99.5%推荐
2013-08-01,128.,川端康成叶渭渠唐月梅,¥32.00,,7.5折,http://product.dangdang.com/23301044.html,雪国,¥24.00,南海出版社,0%推荐
2014-11-01,129.,丁墨,¥45.00,,6.2折,http://product.dangdang.com/23582422.html,你和我的倾城时光  胡歌也在看的书,¥27.80,百花洲文艺出版社,99.4%推荐
2014-07-01,101.,刘同,¥39.80,¥16.95,5.8折,http://product.dangdang.com/23480636.html,你的孤独，虽败犹荣:谁的青春不迷茫系列之二,¥23.10,中信出版社,99.5%推荐
2015-04-01,81.,龙应台,¥36.00,,7.7折,http://product.dangdang.com/23710134.html,亲爱的安德烈（插图第2版）,¥27.60,广西师范大学出版社,0%推荐
1982-02-01,367.,韩树英,¥29.80,,7.9折,http://product.dangdang.com/22497497.html,通俗哲学（修订版）,¥23.50,中国青年出版社,0%推荐
2010-11-01,368.,安妮·默勒王乾坤,¥25.00,,6.3折,http://product.dangdang.com/20957093.html,一粒种子的旅行,¥15.80,南海出版社,99.4%推荐
2016-05-31,369.,徐明星刘勇段新星郭大治,¥58.00,¥35.40,8.0折,http://product.dangdang.com/23966415.html,区块链：重塑经济与世界,¥46.40,中信出版社,98.1%推荐
2015-06-01,370.,袋鼠妈妈童书,¥57.00,,5.4折,http://product.dangdang.com/23723385.html,全脑开发聪明贴纸书2-3岁（全六册）,¥30.90,江西美术出版社,99.7%推荐
2015-02-01,371.,熊培云,¥42.00,,6.3折,http://product.dangdang.com/23624868.html,自由在高处（增订版）,¥26.40,新星出版社,99.6%推荐
2010-08-01,372.,昆德拉许钧,¥35.00,¥0.01,7.9折,http://product.dangdang.com/23477071.html,不能承受的生命之轻(百万纪念版)(米兰.昆德拉作品系列),¥27.60,上海译文出版社,99.4%推荐
2015-05-01,373.,龙应台,¥39.80,¥9.99,7.0折,http://product.dangdang.com/23462460.html,野火集：三十周年纪念版,¥27.90,广西师范大学出版社,99.7%推荐
2008-01-01,130.,玛莉阿丽娜·巴文克斯多夫·勒·马斯尼梅莉,¥45.00,,5.9折,http://product.dangdang.com/20102796.html,小兔汤姆系列（第一辑）（全六册 ）,¥26.60,海燕出版社,99.1%推荐
2014-07-01,131.,武志红,¥39.80,¥6.65,5.7折,http://product.dangdang.com/23487126.html,为何家会伤人,¥22.70,北京联合出版公司,99.7%推荐
2009-02-01,132.,佐佐木洋子,¥89.60,,5.8折,http://product.dangdang.com/20530151.html,噼里啪啦系列（共7册）,¥51.60,二十一世纪出版社集团有限公司发行部,99.2%推荐
2008-01-01,133.,戴尔·卡耐基,¥25.00,¥1.79,5.2折,http://product.dangdang.com/512019.html,人性的弱点全集,¥13.10,中国发展出版社,98.6%推荐
2013-02-01,134.,杨红樱,¥160.00,,5.8折,http://product.dangdang.com/23162001.html,杨红樱淘气包马小跳典藏版一辑（共10册）,¥92.60,浙江少年儿童出版社,99.8%推荐
2015-08-10,102.,艾迪特·史莱博·维克达格玛·盖斯勒张清泉尔矣,¥98.00,,5.9折,http://product.dangdang.com/23748591.html,学会爱自己（第3辑 全7册）,¥57.80,青岛出版社,99.8%推荐
2014-04-01,103.,乔安娜柯尔布鲁斯迪根施芳,¥150.00,,6.2折,http://product.dangdang.com/23444350.html,神奇校车·桥梁书版（全20册）,¥93.50,贵州人民出版社,99.5%推荐
2014-07-01,104.,贝克特尔陈芳芳,¥36.00,¥6.99,5.0折,http://product.dangdang.com/23506788.html,跟任何人都聊得来,¥18.00,九州出版社,99.7%推荐
2014-11-01,105.,尹建莉,¥38.00,,5.0折,http://product.dangdang.com/23601973.html,好妈妈胜过好老师（纪念版）,¥19.00,作家出版社,99.8%推荐
2016-01-01,82.,毛姆李继宏,¥48.00,¥9.99,7.5折,http://product.dangdang.com/23855757.html,"月亮和六便士（央视新闻推荐，导读注释版,毛姆现实主义文学代表作",¥35.90,天津人民出版社,99.6%推荐
2012-10-01,83.,王小波,¥25.00,,7.0折,http://product.dangdang.com/22883486.html,沉默的大多数,¥17.50,北京工业大学出版社,0%推荐
2013-01-01,84.,菲兹杰拉德李继宏,¥32.00,¥6.99,7.5折,http://product.dangdang.com/23170827.html,了不起的盖茨比,¥23.90,天津人民出版社,99.6%推荐
2015-05-01,85.,稻盛和夫曹岫云,¥39.00,¥7.99,6.0折,http://product.dangdang.com/23692356.html,干法,¥23.40,机械工业出版社,99.8%推荐
2014-03-01,374.,亚伦卡尔严冬冬,¥32.80,¥16.80,5.1折,http://product.dangdang.com/23432940.html,这书能让你戒烟,¥16.80,中华工商联合出版社,99.6%推荐
2013-03-01,375.,巴金,¥33.00,,7.5折,http://product.dangdang.com/23272992.html,《家》--巴金 激流三部曲全新改版重装上市 封面精致淡雅  形象诠,¥24.60,人民文学出版社,99.5%推荐
2012-12-01,376.,托克维尔王千石,¥24.80,,5.6折,http://product.dangdang.com/23041566.html,旧制度与大革命（国务院副总理王岐山频繁推荐，易纲、许小年、任,¥14.00,九州出版社,98.5%推荐
2012-05-01,377.,汉竹,¥35.00,,7.0折,http://product.dangdang.com/22740840.html,睡前胎教故事（汉竹）睡前一个小故事，给宝宝一个甜甜的梦,¥24.50,江苏科学技术出版社,99.3%推荐
2009-12-01,135.,博克蒋永强陆正芳,¥39.80,,6.0折,http://product.dangdang.com/20757881.html,拖延心理学：向与生俱来的行为顽症宣战,¥23.90,中国人民大学出版社,99.1%推荐
2003-07-01,136.,史蒂夫·尼森丁圣元,¥60.00,,6.0折,http://product.dangdang.com/143407.html,日本蜡烛图技术：古老东方投资术的现代指南,¥36.00,地震出版社,99.3%推荐
2007-07-01,137.,村上春树林少华,¥28.00,,7.2折,http://product.dangdang.com/23455718.html,挪威的森林,¥20.20,上海译文出版社,98.6%推荐
2016-04-11,41.,刘同,¥42.00,¥18.00,6.8折,http://product.dangdang.com/23923602.html,向着光亮那方：谁的青春不迷茫系列之三,¥28.40,中信出版社,99.7%推荐
2015-12-01,106.,科恩李岩伍娜高晓静,¥84.00,,7.0折,http://product.dangdang.com/23803045.html,《游戏力》套装全2册,¥58.80,中国人口出版社,99.8%推荐
2016-03-01,107.,稻盛和夫曹岫云,¥35.00,,6.5折,http://product.dangdang.com/23932960.html,阿米巴经营——畅销十周年纪念版，当当全国独家（团购，请致电01,¥22.80,中国大百科全书出版社,99.9%推荐
2016-01-01,108.,天下霸唱,¥248.40,,5.8折,http://product.dangdang.com/23808814.html,鬼吹灯全集（套装共8册）,¥145.00,青岛出版社,99.6%推荐
2015-05-15,109.,斯宾塞·约翰逊SpencerJohnson,¥25.00,¥13.20,6.3折,http://product.dangdang.com/23689633.html,谁动了我的奶酪？,¥15.70,中信出版社,99.5%推荐
2014-05-01,86.,安东尼·布朗,¥71.60,,6.4折,http://product.dangdang.com/23483032.html,我爸爸+我妈妈（全2册）,¥45.60,   ,99.8%推荐
2015-01-01,87.,蒂尔马斯特斯高玉芳,¥45.00,¥18.00,6.0折,http://product.dangdang.com/23631999.html,从0到1：开启商业与未来的秘密,¥27.00,中信出版社,99.6%推荐
2014-01-01,88.,辉姑娘,¥36.00,,7.5折,http://product.dangdang.com/23391113.html,一切都是最好的安排,¥26.90,中信出版社,0%推荐
2012-04-01,378.,埃尔维杜莱,¥35.00,¥1.00,7.7折,http://product.dangdang.com/22725339.html,点点点（小黄和小蓝升级版）,¥27.00,２１世纪出版社,99.4%推荐
2011-10-01,379.,陈宝英孕产育儿研究中心,¥36.80,,5.6折,http://product.dangdang.com/22530017.html,新生儿婴儿护理百科全书,¥20.70,中国人口出版社,99.5%推荐
2006-06-01,380.,马克思维尔修斯,¥57.60,,5.9折,http://product.dangdang.com/9203153.html,青蛙弗洛格的成长故事（第一辑 全12册）,¥34.00,湖南少年儿童出版社有限责任公司,99.0%推荐
2013-10-01,138.,东野圭吾李炜,¥39.50,,7.2折,http://product.dangdang.com/23338629.html,幻夜（《白夜行》姊妹篇，东野圭吾“绝望之书”第二弹）,¥28.60,南海出版社,99.5%推荐
2009-11-01,139.,伊索林维,¥22.00,¥5.99,5.7折,http://product.dangdang.com/20713923.html,伊索寓言（中小学生必读丛书--教育部新课标推荐书目),¥12.50,陕西师范大学出版社,99.5%推荐
2003-10-01,140.,格里格津巴多王垒王甦,¥88.00,,6.4折,http://product.dangdang.com/8760675.html,心理学与生活（第16版，中文版）,¥56.40,人民邮电出版社,98.9%推荐
2010-07-01,42.,安德里亚·怀特林瑞纯,¥22.00,,8.5折,http://product.dangdang.com/20888029.html,窗边的男孩,¥18.70,长江文艺出版社,98.0%推荐
2016-01-01,43.,特立独行的猫,¥36.80,,5.4折,http://product.dangdang.com/23806216.html,当你的才华还撑不起你的梦想时,¥20.00,武汉出版社,99.4%推荐
2015-11-01,44.,圣埃克苏佩里罗成译,¥29.80,¥8.94,6.4折,http://product.dangdang.com/23816437.html,小王子（作者诞辰115周年双语珍藏版）,¥19.00,中国华侨出版社,99.2%推荐
2013-01-01,45.,柴静,¥39.80,¥6.99,5.0折,http://product.dangdang.com/22924035.html,看见,¥19.90,广西师范大学出版社,0%推荐
2014-11-01,110.,J.K.罗琳苏农,¥345.00,,6.5折,http://product.dangdang.com/23580693.html,哈利·波特 （1-7）全新版套装,¥224.30,人民文学出版社,99.5%推荐
2016-01-01,111.,钟基李先银王身钢,¥60.00,,6.0折,http://product.dangdang.com/23880991.html,古文观止（上下册）（中华经典藏书·升级版）,¥36.00,中华书局,99.5%推荐
2013-09-01,112.,沈从文,¥35.00,¥0.01,6.2折,http://product.dangdang.com/23311849.html,边城（最新修订纪念典藏版）,¥21.60,武汉出版社,99.6%推荐
2011-04-01,113.,乔安娜柯尔布鲁斯迪根漆仰平,¥80.00,,5.9折,http://product.dangdang.com/21057878.html,神奇校车·动画版（全10册）,¥47.20,贵州人民出版社,99.4%推荐
2010-09-01,89.,西奥迪尼闾佳,¥45.00,¥0.01,7.5折,http://product.dangdang.com/20924641.html,影响力（经典版）,¥33.80,万卷出版公司,99.3%推荐
2004-01-01,90.,艾德勒范多伦郝明义朱衣,¥42.00,,6.5折,http://product.dangdang.com/23438061.html,如何阅读一本书,¥27.30,商务印书馆,99.1%推荐
2013-02-01,91.,南派三叔,¥295.20,,7.1折,http://product.dangdang.com/23210002.html,盗墓笔记：六周年完美纪念套装（盗墓笔记全套，豪华装帧，极致呈,¥210.30,上海文化出版社,99.1%推荐
2013-08-01,92.,宫西达也蒲蒲兰,¥96.00,,5.9折,http://product.dangdang.com/23338492.html,你看起来好像很好吃（全6册）,¥56.60,２１世纪出版社,99.8%推荐
2014-12-01,46.,蔡崇达,¥39.80,¥9.99,7.6折,http://product.dangdang.com/23604128.html,皮囊（感动百万读者的国民读本，韩寒监制，刘德华、李敬泽作序）,¥30.20,天津人民出版社,99.6%推荐
2014-08-01,47.,亚历山德拉·米热林斯卡丹尼尔·米热林斯基,¥98.00,,6.2折,http://product.dangdang.com/23523508.html,《地图（人文版）》手绘世界地图·儿童百科绘本,¥61.10,贵州人民出版社,99.8%推荐
2015-09-01,48.,高春香邵敏许明振李婧,¥100.00,,5.9折,http://product.dangdang.com/23808035.html,这就是二十四节气（文津图书奖获奖作品，共4册）,¥59.00,海豚出版社,99.8%推荐
2016-01-15,114.,约翰C.麦克斯维尔JohnC.Maxwell路本福路卫军,¥45.00,¥27.00,6.9折,http://product.dangdang.com/23834455.html,领导力21法则：追随这些法则，人们就会追随你,¥31.10,北京时代华文书局,99.7%推荐
2015-03-01,115.,毛姆傅惟慈,¥36.00,,7.7折,http://product.dangdang.com/23684875.html,月亮和六便士(译文经典.精）,¥27.80,上海译文出版社,99.7%推荐
2007-08-01,116.,杨绛,¥18.00,¥0.01,7.0折,http://product.dangdang.com/22892522.html,走到人生边上——自问自答,¥12.60,商务印书馆,99.2%推荐
2016-02-01,117.,李尚龙,¥38.00,¥13.99,5.0折,http://product.dangdang.com/23907118.html,你所谓的稳定，不过是在浪费生命：李尚龙2016新作（当当定制版）,¥19.00,湖南文艺出版社,99.5%推荐
2011-08-01,118.,肖以默,¥24.80,,8.0折,http://product.dangdang.com/22464110.html,昔夏杉树镇,¥19.80,长江文艺出版社,98.1%推荐
2013-12-04,93.,西格蒙德·弗洛伊德孙名之,¥36.00,,7.5折,http://product.dangdang.com/22472496.html,梦的解析（软精装珍藏本）,¥27.00,国际文化出版公司,98.6%推荐
2009-09-01,94.,德鲁克DruckerP.F许是祥,¥30.00,¥5.52,6.0折,http://product.dangdang.com/20687090.html,卓有成效的管理者（珍藏版）,¥18.00,机械工业出版社,99.3%推荐
2012-01-01,95.,冯源,¥22.80,¥0.01,8.0折,http://product.dangdang.com/22575086.html,《八音盒》,¥18.20,长江文艺出版社,97.8%推荐
2013-07-01,96.,山下英子吴倩,¥32.00,,5.5折,http://product.dangdang.com/23271503.html,断舍离,¥17.60,广西科学技术出版社,99.4%推荐
2016-04-01,49.,采铜,¥38.00,¥14.00,6.8折,http://product.dangdang.com/23932492.html,精进：如何成为一个很厉害的人,¥25.80,江苏文艺出版社,0%推荐
2016-06-01,50.,保罗,¥38.00,,7.0折,http://product.dangdang.com/23966417.html,答案之书(我的人生解答书),¥26.60,百花洲文艺出版社,96.6%推荐
2013-06-01,51.,克利斯提昂约里波瓦郑迪蔚克利斯提昂艾利施,¥120.00,,5.4折,http://product.dangdang.com/23257828.html,不一样的卡梅拉 全套（1-12册）,¥65.00,２１世纪出版社,99.6%推荐
2015-01-01,52.,凯莉史密斯,¥32.00,¥0.01,5.3折,http://product.dangdang.com/23619418.html,做了这本书（9-101岁都适用的创意书；长踞美国、英国、加拿大、西,¥17.00,湖北科学技术出版社,98.8%推荐
2014-04-01,119.,陈卫平,¥355.00,,5.9折,http://product.dangdang.com/23427436.html,写给儿童的中国历史（全14册）,¥209.50,新世界出版社,99.8%推荐
2015-03-01,120.,崔玉涛,¥320.00,,5.9折,http://product.dangdang.com/23675830.html,崔玉涛图解家庭育儿书1-10全套,¥188.00,东方出版社,99.7%推荐
2007-11-01,97.,丹姆漆仰平爱桐,¥35.00,¥2.00,5.9折,http://product.dangdang.com/20039611.html,小熊和最好的爸爸（全7册）,¥20.70,贵州人民出版社,98.5%推荐
2016-05-01,98.,学诚法师,¥39.80,,7.7折,http://product.dangdang.com/23954998.html,愿你没有白白受苦:学诚法师开示人生智慧（附赠定制书签）,¥30.60,台海出版社,100.0%推荐
2004-10-01,99.,佐野洋子唐亚明,¥28.00,,5.7折,http://product.dangdang.com/20416433.html,活了100万次的猫（精装）,¥16.00,接力出版社,99.2%推荐
2010-12-01,100.,梭罗田伟华,¥28.00,¥3.60,6.0折,http://product.dangdang.com/20971873.html,瓦尔登湖(珍藏本),¥16.80,中国三峡出版社,0%推荐
2007-10-01,53.,贾德萧宝森,¥26.00,¥6.99,6.8折,http://product.dangdang.com/20053088.html,苏菲的世界,¥17.80,作家出版社,98.9%推荐
2013-11-01,54.,芭芭拉·明托汪洱高愉,¥49.00,,5.0折,http://product.dangdang.com/23360386.html,金字塔原理（麦肯锡40年经典培训教材）,¥24.40,南海出版社,99.7%推荐
